WOD code,NODC code,Platform Name
5886,74OL,OCEAN WEATHER STATION L
1877,31OX,OCEANEER
5594,67CE,OCEANIA (R/V; call sign SQOC; built 10.1985; IMO8304854)!
1857,31OD,OCEANIC
9356,90I2,OCEANOGRAPH
1856,31OC,OCEANOGRAPHER (NOAA ship; OSS-01; c.s. WTEP; active 07/13/1966-1996; IMO6600826)
6276,86V1,OCEANOGRAPHIC VESSEL 1
6277,86V2,OCEANOGRAPHIC VESSEL 2
1077,20OG,OCEANS GIFT
3146,32OC,OCEANUS (R/V; call sign WXAQ; built 1975; IMO7603617; WHOI)
7688,90OF,OCHAKOV (F/V; call sign UHNG; built 1983; IMO8326280)
6712,90CR,OCHER (F/V; call sign UGNQ;built 1983; renamed Persey 4 (1999);IMO8326204)
1873,31OT,OCONOSTOTA
7312,58FW,ODD FELLOW (call sign LM4596)
6228,77DN,ODEN (ICEBREAKER - Call Sign SMLQ)
6395,90DV,ODESSA (EWBK)
4229,35OD,ODET (1932)
4463,46OD,ODINN
7061,905J,ODISSEY
7414,29DB,ODON DE BUEN 
7442,58LV,OEIVIND LORENTZEN (Call sign LFHQ;built 1972;length 20.27)
6759,06LD,OELAND (Call sign DLQN;built 1985;IMO8324610)
6859,58OE,OEST
8689,49ZW,OGASAWARA MARU (Call sign JHLO; built 02/1997; IMO9150353)
5062,49WG,OGASAWARA MARU (Call sign JRBM; service date 1979 - 1997)
1860,31OG,OGLALA
6487,90OP,OGON
10322,90XX,OGPU (RT; Arctic data collected in 1926)1
8992,48AZ,OGS EXPLORA (R/V;c.s.IXWQ;b.04.1973;ex.EXPLORA 12.1986;IMO7310868)
1882,31O2,O'HARE
6933,3311,OIKOS
7586,4923,OIRASE
4921,49O3,OITA MARU
6112,74OI,OITHORNA
7661,18OJ,OJIBWA (HMCS;S72;Propelled manned submersible;built 09.1965;decomm-d -5.1998)
4907,49OJ,OJIKA
9291,9.00E+10,OKA
7808,18OG,OKANAGAN (HMCS;S74;built 06.1968;decomm-d 09.1998)
4916,49OV,OKAYAMA MARU 
6484,90OK,OKEAN
6482,90OG,OKEANOGRAF
8693,90WY,OKEANOGRAF (run by MMBI)!
6479,90OC,OKEANOLOG
10197,90XX,OKEANOLOG (Small boat)
10241,334A,OKEANOS EXPLORER (R/V;c.s.WTDH;b.1988;comm-d 08.2008;ex.USNS Capable;IMO8835114)
7020,904F,OKHOTSK
6483,90OH,OKHTA
4901,49OB,OKI
4917,49OW,OKINAWA
8709,49F4,OKISHIO (Call Sign JG5541)
3154,32OK,OKLAHOMA CITY
5379,58OK,OKSFJORD
4908,49OK,OKUSHIRI
9178,65OL,OLAYA
3149,32OF,OLDENDORF (Call Sign KGJB)
3147,32OD,OLEANDER (Cont.ship;call sign PJJU;built 10.1990;new c.s.V7SX3;IMO8901406)
9292,90FA,OLEGON
4005,34OL,OLEGSGRUND L/V
6481,90OE,OLEKMA
6492,90OY,OLENTY
8952,58DL,OLIF NICKELSEN
6921,PALB,OLIVE BANK
5630,681A,OLIVEIRA E. CARMO
7593,54OL,OLIVIA
8155,99AC,OLIVUTSA
6485,90OL,OLONETS (F/V; call sign UBLB; built 1959; IMO7040243)
3155,32OL,OLYMPIA
3726,3240,OLYMPIC CHAMPION (CHARTER FISHING VESSEL)
134,RCOM,OMBANGO
1866,31OM,OMEGA
7689,90OM,OMEGA
1854,31OA,ONAR
5887,74ON,ONAWAY
1867,31ON,ONCORHYCHUS
7666,48ND,ONDINA (LEASED TUG BOAT)!
7218,909F,ONEGO (F/V; call sign EWXM; built 1971; IMO7115804;Sevryba; Murmansk)
8987,CYOB,ONEGO BLUES (Call Sign P3ZB3)
7405,24NN,ONNURI (R/V; call sign D9XJ; built 01.1992; IMO9011583)
6957,18OD,ONONDAGA (HMCS;S73;submarine;call sign CGNQ;comm-d 06.1967;decomm-d 07.2000) 
3168,32OY,ONSLOW BAY
955,18ON,ONTARIO
3888,329T,ONTARIO
5514,64ON,ONVERSAAGD
10613,54CJ,ONYX ACE (call sign D5EJ8;built 2012;IMO9539212)
11479,HKXX,OOCL BUSAN (Cont.ship;c.s.VRDN3;b.2007;ex.NYK Busan 12.2009;IMO9329540)
10805,HKHO,OOCL HOUSTON (Container Ship;call sign VRDE7;built 2007;IMO9355757)
11478,HKXX,OOCL LE HAVRE (Cont.ship;call sign VRGE3;built 2010;IMO9404857)
10179,HKMT,OOCL MONTREAL (Cont.ship;call sign VRYO3;built 2003;IMO9253739)
10806,HKPA,OOCL PANAMA (Container Ship;call sign VRDU8;built 2008;IMO9355769)
11556,HK8L,OOCL TEXAS (Cont.ship;call sign VRDP4;built 2008;IMO9329552)\0
11441,3340,OOIDS (Boat;length 8.5;Atlantic Florida coastal data)
7634,18OP,OPILIO (CFD2576)
5888,74OP,OPOSSUM
2371,312O,OPPORTUNE
7690,90OW,OPTIMIST
8317,33CG,OPTIMIST II
9293,90F1,OPUKHA
10212,90K0,OPYT (F/V;call sign UQEG;built 1950;Astrakhan)
3150,32OG,ORANGE
7343,SVRN,ORANJE
3170,32O1,ORB
6906,ESRT,ORBIIT
1871,31OR,ORCA
7614,90UL,ORECHOVO
1858,31OE,OREGON
2513,316O,OREGON II (NOAA ship; R 332; call sign WTDO; commissioned 03.1975; IMO6728068)
2463,3148,OREGON MAIL
3162,32OS,OREGON STANDARD
7872,90OV,OREKHOVO (Call sign UJGX; built 1959; IMO 7039787)
6390,90DQ,OREKHOVO ZUYEVO (UVMT)
7182,908D,ORHEVI
4602,49B6,ORIENT MARU
4231,35OG,ORIGNY
1303,28OR,ORION
6488,90OR,ORLIK
9294,90F2,ORLOVKA (F/V; call sign UWIR; built 1951)
5889,74OR,ORMOND
4232,35OM,ORSOM I
7258,09RA,ORSOVA
10071,49O4,OSAKA (Call sign JI3653; built 03.1998)
9064,330A,OSCAR DYSON (NOAA ship; F/V; call sign WTEP; built 01.2005; IMO9270335)
9315,33OC,OSCAR ELTON SETTE (NOAA ship;R/V;c.s.WTEE;ex ADVENTUROUS 2003;IMO8835097)
5380,58OS,OSCAR SUND
9588,77VS,OSCAR VON SYDOW
956,18OS,OSHAWA
3151,32OH,OSHAWA
5040,49US,OSHIMA MARU
4913,49OS,OSHORO MARU (F/V; call sign JDVA;built 01.1984; IMO8401365)
7740,UROS,OSIPENKO
6247,77OS,OSKARGRUNDET L/V
8095,90OU,OSLIABIA (19th Century Frigate)
8813,AGOS,OSNABRUCK (Call sign V20D7)
6979,9072,OST
8953,58DM,OST SPITSBERGEN
6477,90OA,OSTASHKOV
341,06OS,OSTE
6246,77OR,OSTERLANDSREV
625,09OT,OTAGO
5438,61OT,OTAGO
10532,61OA,OTAGO (HMNZS;P148;Offshore Patrol Vessel;c.s.ZMKF;launched 2006;comm-d 05.2010)
665,09TM,OTAMA
8782,74KF,OTARIA (STEAM YACHT - CIRCA 1896)
6736,90TY,OTKRYTIE
10349,90XX,OTLICHNIK (Arctic data collected in 1935)
10615,180F,OTN200 (Slocum glider;operated by Ocean Tracking Network; Dalhousie University)
10616,18WI,OTN201 (Slocum glider;oper-d by Ocean Tracking Network;Dalhousie Univ.2011-2016)
4914,49OT,OTOMARI
8045,49OE,OTORI (03/1990 to present)
8783,74KG,OTRA (STEAM SHIP - CIRCA 1896)
7080,905M,OTRADNY
957,18OT,OTTAWA
7394,18OW,OTTAWA (HMCS;FFH 341; Frigate; call sign CGAL; comm-d 09.1996)
1888,31O8,OTTERSTETTER 
6566,90TC,OTTO SCHMIDT (1979)
2555,317U,OUELLET
4904,49OF,OUMI MARU
9504,49WR,OUMIJIMA MARU (Call sign - _RO; built 07/1949)
74,MLAA,OUTLAW
1945,31QT,OUTPOST
958,18OU,OUTREMONT
8528,33OB,OVERSEAS BOSTON (Call Sign KRDB)
5515,64OV,OVERYSSEL
1876,31OW,OWASCO
3166,32OW,OWEN
5890,74OW,OWEN
2443,314O,OWL
5994,74XA,OWS A
5763,74D6,OWS D
5995,74XB,OWS I
5996,74XC,OWS J
5997,74XD,OWS K
5764,74D7,OWS M
5146,491D,OYAMA MARU
4900,49OA,OYASHIO MARU 
4903,49OD,OYODO (Call sign JAZE; active 08.1951 - 01.1976)
5882,74OB,OYSTER BAY (GFQH)
2251,31ZB,OZBOURN
8614,54NN,P&O NEDLLOYD NELSON (A8AI6)
4066,35AZ,P. AZEN
2843,32FT,P. F. FOSTER 
918,18LP,P. LOUISE
7263,66P2,P-20 (PHILIPPINE NAVY PATROL)
11505,29Z5,P201 (Slocum G2 glider;WMO 68458;operated by PLOCAN)\0
11511,29QS,P202 (Slocum G2 glider;operated by PLOCAN)\0 
6777,26PA,PAAMIUT
2713,32B7,PACBARON
2714,32B8,PACBARONESS
2785,32D7,PACDUCHESS
2786,32D8,PACDUKE
9473,65CS,PACHACUTEC (fishing boat)
9472,65CR,PACHACUTEC 3 (fishing boat)
3187,32PI,PACIFIC
3184,32PF,PACIFIC APOLLO
2856,32F6,PACIFIC ARROW
3182,32PD,PACIFIC DAWN (TB)
4928,49PE,PACIFIC EXPRESS
117,PAPF,PACIFIC FERNANDA (C.s.3EAJ8;built 1977;ex.HAKURYU MARU 1990;ren-d 92;IMO7602481)
118,PAPG,PACIFIC GRACIA(3EBD8) EX 49JQ
2849,32FZ,PACIFIC HARVESTER
7881,09PI,PACIFIC ISLANDER
119,PAPI,PACIFIC ISLANDER (C.s.HPEW;b.1977;ex.Pacific Princess 82;r-d Ducky Sapphire 03)
10248,PAP2,PACIFIC ISLANDER II (Cargo ship;call sign HOWN;built 2003;IMO9255921)
7914,PAPL,PACIFIC LINK (3FYD4) 
7246,49PN,PACIFIC MARU 
120,PAPP,PACIFIC PIONEER
5569,65PQ,PACIFIC QUEEN
3211,32P6,PACIFIC RAIDER
3377,32UW,PACIFIC SEAL 
2941,32IJ,PACIFIC SUNSHINE
6815,33SV,PACIFIC SURVEYOR
2946,32IO,PACIFIC TRADER
9454,54PT,PACIFIC TRIANGLE (Call sign ELXS8; built 02.2002; IMO 9189158)
9213,65CL,PACIFICO (Built 03/1996) (FISHING VESSEL)
5191,54AK,PACKING
3682,323P,PACMERCHANT
5189,54AI,PACMONARCH
5227,54BW,PACPRINCE
5226,54BV,PACPRINCESS
3719,324T,PACSTAR
9141,65BP,PAITA 1 (fishing boat)
2471,315H,PAIUTE
9519,73PA,PALAMIDA
6670,91PA,PALINURUS
5891,74PA,PALLISER (HMS;F94;built 1957;decomm-d 1983)
3180,32PB,PALM BEACH
3847,328L,PALMER (USS;DD161/DMS5;call sign NECV;comm-d 11.1918;sunk 01.1945)
7774,33PL,PALMETTO
3203,32PY,PALMYRA
10663,09PU,PALUMA (HMAS;A01;call sign VLRY;built 02.1989)
630,09PL,PALUMA (HMAS;c.s.VKMC;b.1946;ex.MSL252 1957;decomm-d 1973;r-d Matlock)
3179,32PA,PALUMBO
7121,90BI,PAMYAT MERKURIYA
3194,32PP,PAN PACIFIC (TB)
9789,36A9,PANAGIOTIS (Small boat)
3192,32PN,PANAMINT
1890,31PA,PANDA
959,18PA,PANDALUS
3850,328P,PANDALUS
8321,33CJ,PANDALUS II
977,18P2,PANDORA II
342,06PA,PANTHER
6930,9017,PANTIKAPEY (F/V; call sign UURM; built 1972; IMO7226172)Q
1901,31PL,PANULIRUS
5898,74PN,PANULIRUS II 
2618,319K,PANULIRUS II (74)
1909,31PT,PAOLINA-T
9205,90QK,PAPANIN
2485,315W,PAPAW
9153,HKPC,PAPUAN CHIEF (Call Sign VRRC; Container vessel)
8784,74KH,PARA (ROYAL MAIL STEAMER Active date: 1860)
1896,31PG,PARAGON
6248,77PA,PARALLA
6622,901Q,PARALLAKS (F/V; call sign UZWK; built 1967; IMO6927638)
3783,326P,PARISH
976,18PZ,PARIZEAU (CCGS;c.s.CGBS;b.1967;ren-d 2001-4 2003;Destiny Empress 2005;IMO6711728
517,08PK,PARKER
1900,31PK,PARKER
8322,33CR,PARR
2193,31XP,PARSONS
6502,90PJ,PARTIZANSK (R/F/V; call sign ESAM; built 1968;ex. Suchan;IMO7031199) 
6512,90PT,PASSAT (R/V;c.s.UZGH;b.1968;IMOO6904167;flag USSR; Ukraine 1993-2008)
9918,54PS,PASSAT SPRING (Cont.ship; call sign A8JY8; built 2006; IMO9316359)
2362,312F,PASSUMPSIC
3212,32P7,PAT SAN MARIE
632,09PT,PATANELA
627,09PB,PATEENA
9193,77PN,PATER NOSTER (Lightship 1903 - 1922) 
4241,35PF,PATRICIA DELMAS (FNDK)
11030,CY4W,PATRICIA SCHULTE (Cont.s.;call sign 5BPB3;built 2006;IMO9294185)
6735,90TB,PATRIOT (F/V; call sign UUVU; built 1981; IMO8131685; Kaliningrad)
2534,3169,PATTERSON
2576,318E,PAUL
7897,PAPU,PAUL (HOQT)
343,06PB,PAUL BENEKE
2265,31ZP,PAUL LANGEVIN III
3379,32UY,PAUL R. TREGURTHA (WYR4481) (EX W.J. DELANCEY; 1990) 
7327,353Y,PAUL-GOFFENY 
8552,90XF,PAVEL BASHMAKOV (R/V;call sign EUUL;built 06.1977;new c.s.UCYN;IMO7423287)
7138,907H,PAVEL GORDIENKO (R/V;call sign UHIQ; built 03.1987;former c.s.UQHM;IMO8422450)
7825,90YH,PAVEL KAYKOV (F/V; call sign UAMZ; built 09.1979; former c.s. UTNG;IMO7703900)
8235,332T,PC-1193 (Coastal Patrol)!
8326,33C1,PC-449 (Coastal Patrol)
8327,33C2,PC-480 (Coastal Patrol)
8328,33C3,PC-519 (Coastal Patrol)
8329,33C4,PC-542 (Coastal Patrol)
8330,33C5,PC-550 (Coastal Patrol)
8331,33C6,PC-562 (Coastal Patrol)
8332,33C7,PC-566 (Coastal Patrol)
8333,33C8,PC-579 (Coastal Patrol)
8334,33DC,PCE-843 (Submarine Chaser)
8335,33DD,PCE-849 (Submarine Chaser)
8336,33DE,PCS-1380 (Submarine Chaser)
3190,32PL,PEARL HARBOR 
4101,35CE,PECHEUR BRETON
1902,31PM,PECOS
5382,58PR,PEDER RONNESTAD (R/V;built 1948;ren-d Ronner 1979)
6623,901R,PEGAS
9474,65CT,PEGASO (fishing boat)
1894,31PE,PEIRCE
7660,64PE,PELAGIA (R/V BUILT 1991; CALL SIGN PGRQ)a
8733,33PZ,PELAGOS
6504,90PL,PELAMIDA (R/V; call sign UJUT; built 1958)
5892,74PC,PELICAN
3183,32PE,PELICAN (R/V;call sign WSK3051;built 05.1985;new callsign WDD6114;IMO8517009)
9663,31XX,PELICAN III
5903,74PW,PELLEW (HMS;F62;built 1956;decomm-d 1971)
4239,35PD,PEN DRUC
631,09PN,PENAEUS
6014,741Q,PENELOPE (F-127)
3681,323N,PENNSYLVANIA 
8868,18P9,PENNYSMART (R/V; call sign VOFG;built 1982; renamed Strait Explorer;IMO8023096)
10889,33KO,PENOBSCOT (Slocum glider;WMO4801502;operated by Un.of Maine;School of Mar.Scien.
3195,32PQ,PENSACOLA
77,MSPE,PENYELIDEK 1 
3843,328G,PEORIA (LST-1183)
3550,32ZT,PEPPINA (TB) 
6826,35PZ,PERCHE
10425,9002,PEREDOVOY (Tug;b.1953;ex.MB-5010;Sever;ren-d Viking;Gulf of Ob data 1978)
2372,312P,PEREGRINE
7056,SIPR,PERIOPHTHALMUS
1706,31J6,PERKINS
7691,90ZF,PERMSKOYE (F/V; call sign ULHD; built 1986; IMO8723828; Vladivostok) 
6520,90P3,PERSEII III
1904,31PO,PERSEUS
6513,90PU,PERSEUS
6511,90PS,PERSEY
6497,90PE,PERSEY (R/V; active 1922-1941; operated by Plavmornin-GOIN-PINRO)
6899,90P6,PERSEY II
6515,90PW,PERSEY-3 (R/F/V;call sign ESGU; built 1968; new c.s.UASI; IMO6909569)
7594,BHPS,PERU STAR
6514,90PV,PERVENETS
6505,90PM,PERVOYE MAYA 
1335,29PS,PESCADOR
347,06PN,PETER PAN (DPPH)
3243,32Q4,PETER W. ANDERSON
4237,35PB,PETITE BERTHE (1932) 
37,CUPE,PETO
7777,RUPK,PETR KOTSOV (UOTE) (aka PETR KOTTSOV; PYOTR KOTTSOV) 
4240,35PE,PETREL
7328,18PT,PETREL V
531,09AP,PETUNIA ENDEAVOUR
8356,33D2,PG RUNDOY
1897,31PH,PHALAROPE II 
3544,32ZN,PHANTOM (TB) 
3196,32PR,PHARRIS
2121,31VP,PHILIP
2514,316P,PHILIPPINE MAIL
9745,33RH,PHOCOENA (Hard-bottom;inflatable boat;length 5.18;operated by NEFSC Woods Hole)
2468,315E,PHOEBE
1908,31PS,PHYSALIA
6671,91PI,PICKLE
505,08PI,PIEDRABUENA
7628,18RD,PIERRE RADISSON (Icebreaker;call sign CGSB;built 1978;IMO7510834)
1922,31P6,PIKESARM
6519,90P2,PINRO (R/F/V; call sign UYSC; built 1987; IMO8607103)
1304,28PA,PINTA
1903,31PN,PIONEER (FWS)
1898,31PI,PIONEER (USC&GS)
3749,325P,PIONEER MELLENIUM FALCON!
2118,31VM,PIONEER VALLEY
6734,90LC,PIONER LATVII (F/V; call sign ESUV; built 1970; IMO7045360)
7692,90ZG,PIONER NIKOLAYEVA (F/V; call sign UTQM;built 1981;new c.s.UEAW;IMO7942180)
9142,65BR,PIONERO (fishing boat)
6438,90LB,PIOTR LEBEDEV
8849,14AG,PIRAJA (Call Sign PWRA)
10047,334B,PISCES (NOAA ship;R-226;F/V;c.s.WTDL;built 12.2007;comm-d 2009;IMO9349071)
6907,HKPP,PISCES PIONEER
3574,320I,PITTSBURGH
9256,06PC,PLANET (Call sign DRAY; commissioned 01/01/1982)
346,06PL,PLANET (Call sign DSCZ; service date: 04/15/1967 - 12/31/1981)
10041,06TC,PLANET (SMS;R/V;built 08.1905;decomm-d 10.1914;scrapped 1916)
7915,PAPA,PLANET ACE (3EYF9)
1906,31PQ,PLANETREE
9243,90F8,PLANKTON
10509,900G,PLASTUN (F/V;b.1931;ren-d No.11 1934;T-11 1944;Plastun 1945;Vladivostok)A
5896,74PL,PLATESSA
3213,32P8,PLATFORM (NONE)
3198,32PT,PLATTE
2487,315Y,PLAYBOY
1761,31LP,PLEDGE
4006,34PL,PLEVNA L/S
6730,90LU,PLUNGE (F/V;c.s.USXE;built 1979;renamed King Dory 2000 c.s.J8B2054;IMO7610414)
6508,90PP,PLUTON
352,06PT,PLUTOS
7025,904K,POBEDA
7783,90WB,POCHIN
3193,32PO,POCOMOKE
1569,31GC,POCONO
9167,90Y5,POGRANICHNIK ZMEEV
2539,317E,POINT ESTERO 
2854,32F4,POINT FRANCIS
8339,33DH,POINT PLEASANT
2553,317S,POINT SPENCER
2533,3168,POINT STEELE 
3205,32P0,POINT SUR (R/V; call sign WSC2276; built 1981; IMO8023539)
6503,90PK,POISK (R/V;c.s.EWEL;built 1971;renamed Argo 1998;IMO7115799; Sevryba)
7749,90D4,POISKOVIK (F/V;built 1981;renamed Sicheslav-Yug 2005;c.s.UYNQ;IMO8033106)
736,10PO,POLA
9950,33IF,POLAR DISCOVERY (Oil Tanker;c.s.WACW;built 2003;IMO9206114)
968,18PK,POLAR DUKE (R/V;c.s.VOGB;built 1983;decomm-d 1989;IMO8200838)
7598,33PD,POLAR DUKE (WCX7445) 
9177,33H1,POLAR ENDEAVOUR (Oil Tanker; call sign WCAJ; built 2001; IMO9193551) 
9561,33YP,POLAR ENTERPRISE (Crude Oil Tanker;call sign WRTF;built 01.2006;IMO9250660)
6769,18PL,POLAR EXPLORER
1264,26PN,POLAR NANOC [DQ (OWVG2)
7831,48PQ,POLAR QUEEN
5294,58AB,POLAR QUEEN (Call sign LJJD;built 1981;sold 1994)
10172,58PO,POLARBJORN (Built 1919; destroyed 1949)
5381,58XX,POLARBJORN (R/V; call sign JXJS; built 01.1975; sold 1995; IMO7382902)
9157,58P3,POLARFRONT (Call sign LDWR;built 1976;decomm-d 2010;IMO7608708)
5384,58P1,POLARFRONT I (Active 1948-1974)
5385,58P2,POLARFRONT II
5383,58PS,POLARIS
199,06AQ,POLARSTERN (R/V; call sign DBLK;built 1982;IMO8013132)
8954,58DW,POLARSTJERNEN
5295,58AC,POLARSYSSEL (C.s.JXBT;b.1976;ex.Polarsirkel 81;Polar Circle 88;IMO7414119)
6861,58PL,POLHAVET
10462,77CC,POLHEM (Mail steamer; Swedish Polar Expedition 1872-73)
10384,900L,POLITOTDELETS (Motor sail boat;b.1936;decomm-d 02.1937;Arctic data)
6498,90PF,POLIUS
6941,90P9,POLTAVA (F/V; call sign ESEG;built 1969;launched as Kondor;IMO7006596)
7445,90FI,POLYAKOV
6518,90PZ,POLYARNAYA ZVEZDA
6750,90XX,POLYARNIK (R/V; built 1951)
6507,90PO,POLYARNIK (UGPR)
6368,90CZ,POLYARNOYE SIYANIE (F/V;call sign URVX; built 1966; IMO6700066)
10317,90G1,POLYARNYY (Built 1911;ex.Kit 1915;ren-d Meridian 1932;destroyed 1941)
5238,54PA,POLYNESIA
7821,06PY,POLYNESIA (Call Sign DBMR)
8117,BAPO,POLYNESIA (V2CA2)
3206,32P1,POMODON
4525,48PO,POMONA
7068,9038,POMOR
1911,31PV,POMPANO
2085,31UP,PONCHATOULA
1912,31PW,PONTCHARTRAIN
5517,64PL,POOLSTER
5519,64PZ,POOLZEE
4007,34PO,PORKALA L/V
560,9.00E+04,PORT HACKING 100M (COASTAL STATION)
561,9.00E+05,PORT HACKING 50M (COASTAL STATION)
442,063B,PORT HARCOURT (Ship of opportunity; call sign DGPH)
565,9.00E+09,PORT JACKSON (COASTAL STATION)
3214,32P9,PORT JEFFERSON
637,09Q8,PORT MACDONNELL (COASTAL STATION)
563,9.00E+07,PORT MACQUARIE (COASTAL STATION)
559,9.00E+03,PORT PHILLIP HEADS (COASTAL STATION) 
564,9.00E+08,PORT STEPHENS (COASTAL STATION)
3884,329P,PORT TAURANGA
7396,18PU,PORTAGE
972,18PQ,PORTE QUEBEC 
967,18PJ,PORTE ST. JEAN (YMG180; call sign CYWJ; active 05.1951 - 09.1995)
2336,311P,PORTLAND L/S 
6494,90PB,PORYV (R/V; built 1971;r-d Viktor Bugayev c.s.ERES 1976;IMO7048427)
348,06PO,POSEIDON (F/V;call sign DBKV;built 1976;IMO7427518)
7986,06P1,POSEIDON (Operation dates: 1902-1945)
6506,90PN,POSEYDON (F/V; call sign EWGF; built 1971; IMO7107675; Dalryba)
7787,90WD,POSHIVALNIKOV
351,06PS,POSSEHL
11520,3551,POTAME (Slocum glider;WMO 61866;operated by INSU/CNRS)
4245,35PP,POURQUOI PAS (R/V; active 1908 - 1936)
9042,35PK,POURQUOI PAS? (Call Sign FMCY)
5895,74PG,POYANG
7058,86PR,PRAMONG I
8149,90XE,PREDPRIYATIE 
6703,95PR,PREDVODNIK
7096,905X,PREGOLYA (F/V;call sign USLO;built 1983;renamed Aniya No.1 (2005);IMO8226387)
6685,92PR,PRES. RIVERA (CXFN)
975,18PV,PRESERVER
3421,32V5,PRESERVER (ARS-8)
2455,3140,PRESIDENT ADAMS (WRYW)
3181,32PC,PRESIDENT CLEVELAND
3236,32QX,PRESIDENT EISENHOWER 
2853,32F3,PRESIDENT FILLMORE
2929,32H7,PRESIDENT HARRISON
2971,32JF,PRESIDENT JEFFERSON
2973,32JH,PRESIDENT JOHNSON
3189,32PK,PRESIDENT KENNEDY
2969,32JD,PRESIDENT MADISON
3191,32PM,PRESIDENT MCKINLEY
2983,32JR,PRESIDENT MONROE
2968,32JC,PRESIDENT PIERCE
2977,32JL,PRESIDENT POLK
3466,32XF,PRESIDENT ROOSEVELT
4248,35PT,PRESIDENT T. TISSIER 
3210,32P5,PRESIDENT TAFT
3200,32PV,PRESIDENT VAN BUREN
93,PAAH,PRESIDENTE IBANEZ (Call sign 3EIX2)
3207,32P2,PRESLEY
3185,32PG,PRESTIGE
1923,31P7,PRESTON
6860,58PA,PRETORIA
1913,31PX,PRIBLOF
6517,90PY,PRIBOY
10195,90XX,PRIBOY (Tug;built 1962;Makhachkala)
1915,31PZ,PRICHETT
6501,90PI,PRILIV (R/V; call sign EREC; built 05.1969; new c.s.UHIR; IMO6916574)
10928,PAJ5,PRIME ACE (Vehicles Carrier;call sign 3FAT9;built 2014;IMO9610444)
6942,RUPR,PRIMORETS
969,18PN,PRINCE (1916-1923)
5893,74PD,PRINCE MADOG (Call Sign GTQU)
9047,74P2,PRINCE MADOG (R/V;call sign ZNLJ5;built 2001;IMO9229611)\0
3722,324W,PRINCE WILLIAM
8812,CYPM,PRINCESA MARISSA (Call sign c.s.P3HO2;built 1964;active 1987-2008;IMO6509371)
974,18PS,PRINCESS (CIRCA 1915)
4522,48PA,PRINCESS ALICE
6916,MOPA,PRINCESS ALICE
9010,CYPV,PRINCESSA VICTORIA (C.s.P3YG4;b.01.1936;ex.Victoria 1993;decc-d 04.2004)1
10528,322O,PRINCETON HALL (M/V;built 1941;length 19.8;southeast Alaska data 2009)
7512,MOPM,PRINCIPE ALBERTO DE MONACO
11384,PA0S,PROCYON LEADER (Vehicles Carrier;call sign H3BZ;built 2000;IMO9207754)
10463,58IJ,PROEVEN (Sloop;alter.spelling PROVEN;Voyage to the Yenisey in 1875)
7837,90YP,PROFESSOR (R/V; call sign EWVY; built 1971; IMO7102302; Dalryba)
8577,06PK,PROFESSOR ALBRECHT PENCK (R/V;c.s.Y3CH; built 1951;commissioned 1990;IMO5285667)
466,07PE,PROFESSOR ALBRECHT PENCK (R/V;c.s.Y3CH;built 1951;active 1960-1990;IMO5285667)
6640,9073,PROFESSOR BOGOROV (R/V; call sign UWJE; built 1976; IMO7406124)
6496,90PD,PROFESSOR DERYUGIN (R/V; active 1967-1996; Vladivostok)
7531,90G2,PROFESSOR GAGARINSKIY (R/V;c.s. UKZW;built 12.1987;new c.s.UFPP;IMO8822650)
8955,58DP,PROFESSOR HANSHUN
7693,90ZH,PROFESSOR KAGANOVSKIY (R/V; call sign UTTW;built 1987; new c.s.UDDH;IMO8607012)
6352,90CI,PROFESSOR KHROMOV (R/V;c.s.UWEC;built 03.1983;decomm-d 1992;IMO8010350)
6650,9093,PROFESSOR KIZEVETTER (R/V;call sign UTTM;built 1987;new c.s.UDDI; IMO8607036)
10187,90RT,PROFESSOR KNIPOVICH (F/V;c.s.UWUO;built 1951;length 28.8 m;Astrakhan)
6354,90CK,PROFESSOR KOLESNIKOV (Call sign USKQ; built 1962; ex. Aytodor 1983; IMO6726084)
7522,90LZ,PROFESSOR LEVANIDOV (R/V; c.s.UYWE; built 06.1987; new c.s.UDDJ; IMO8607062) 
7571,90P7,PROFESSOR LOGACHEV (R/V; c.s.UADZ;built 12.1990;former c.s.UPJY;IMO8834691)
6522,90P5,PROFESSOR MARTI (R/V; c.s.UTTQ;built 1987; IMO8606991; Lloyd's 1990-91)
6463,90MY,PROFESSOR MESYATSYEV (R/V; c.s.EWVS; built 1972; IMO7129702) 
6360,90CQ,PROFESSOR MOLCHANOV (R/V;call sign UUQR;built 12.1982;new c.s.UAKA;IMO8010348)
6362,90CT,PROFESSOR MULTANOVSKIY (R/V;c.s.UJFO;built 1983;new c.s.UCLA;IMO8010362)Q
8028,90WU,PROFESSOR NIKOLSKIY (F.V; call sign EOMP; built 1979; IMO7824053;Dalryba)
467,07PK,PROFESSOR OTTO KRUMMEL
9317,90G9,PROFESSOR PANOV (R/V)
6510,90PR,PROFESSOR RUDOVITS
6370,90C2,PROFESSOR SERGEY DOROFEYEV (F/V; call sign UJHX; built 1976; IMO7511735)A
9926,RUPS,PROFESSOR SHTOKMAN (R/V;call sign UAUQ;built 1979;old c.s.UUOM;IMO7703027)
6521,90P4,PROFESSOR SHTOKMAN (R/V;call sign UUOM;built 1979;new call sign UAUQ;IMO7703027)
5605,67SL,PROFESSOR SIEDLECKI (RESEARCH VESSEL)
7052,905G,PROFESSOR SOLDATOV (R/V;c.s.UYTA;active 1987-2012;IMO8607098;Vladivostok)
